awardnumber,startfiscalyear,endfiscalyear,directcost,allocation_niicode,institution_niicode,project_length,field_niicode,institution_table_group,journal_count
21330031,2009,2013,13300000,0,32606,5,HS,3,3.0
21330182,2009,2012,10000000,0,32606,4,HS,3,1.0
22330122,2010,2014,13600000,0,32606,5,HS,3,1.0
22330098,2010,2012,7500000,0,32606,3,HS,3,5.0
22340163,2010,2012,15000000,0,32606,3,SE,3,26.0
22340029,2010,2014,10300000,0,32606,5,SE,3,11.0
23350046,2011,2013,14700000,0,32606,3,SE,3,16.0
23390013,2011,2014,14300000,0,32606,4,BIO,3,10.0
23320017,2011,2013,7600000,0,32606,3,HS,3,11.0
23340119,2011,2013,15000000,0,32606,3,SE,3,2.0
23320163,2011,2014,15000000,0,32606,4,HS,3,5.0
23330092,2011,2013,9900000,0,32606,3,HS,3,3.0
24360316,2012,2015,11100000,ichibu_kikin,32606,4,SE,3,5.0
24360275,2012,2014,13100000,ichibu_kikin,32606,3,SE,3,6.0
24320098,2012,2016,13500000,ichibu_kikin,32606,5,HS,3,4.0
24330027,2012,2015,9400000,ichibu_kikin,32606,4,HS,3,0.0
24330159,2012,2014,12800000,ichibu_kikin,32606,3,HS,3,7.0
24350012,2012,2014,14400000,ichibu_kikin,32606,3,SE,3,6.0
25285220,2013,2015,13300000,ichibu_kikin,32606,3,HS,3,6.0
25287145,2013,2016,14100000,ichibu_kikin,32606,4,SE,3,20.0
25282196,2013,2015,12700000,ichibu_kikin,32606,3,INT,3,3.0
26284116,2014,2018,7600000,ichibu_kikin,32606,5,HS,3,6.0
26284024,2014,2018,10900000,ichibu_kikin,32606,5,HS,3,5.0
26280090,2014,2017,12200000,ichibu_kikin,32606,4,INT,3,22.0
26288015,2014,2017,13000000,ichibu_kikin,32606,4,SE,3,3.0
26288053,2014,2017,12800000,ichibu_kikin,32606,4,SE,3,4.0
26285031,2014,2018,12100000,ichibu_kikin,32606,5,HS,3,9.0
15H04364,2015,2018,12300000,0,32606,4,BIO,3,17.0
15H04128,2015,2017,13000000,0,32606,3,SE,3,5.0
15H04646,2015,2017,13000000,0,32606,3,BIO,3,14.0
15H03351,2015,2017,12400000,0,32606,3,HS,3,15.0
15H03323,2015,2018,12300000,0,32606,4,HS,3,7.0
16H03623,2016,2018,12100000,0,32606,3,HS,3,16.0
16H03769,2016,2018,10300000,0,32606,3,HS,3,3.0
16H03479,2016,2020,4100000,0,32606,5,HS,3,0.0
16H04026,2016,2020,13000000,0,32606,5,SE,3,13.0
17H02471,2017,2020,11300000,0,32606,4,HS,3,1.0
17H03060,2017,2019,13800000,0,32606,3,SE,3,12.0
17H02986,2017,2020,13600000,0,32606,4,SE,3,18.0
17H02725,2017,2020,14500000,0,32606,4,SE,3,8.0
17H02526,2017,2019,13000000,0,32606,3,HS,3,12.0
17330095,2005,2007,6800000,0,34522,3,HS,3,1.0
19310032,2007,2009,9100000,0,34522,3,INT,3,4.0
19330095,2007,2009,9900000,0,34522,3,HS,3,0.0
20330075,2008,2011,13900000,0,34522,4,HS,3,0.0
23330144,2011,2013,10300000,0,34522,3,HS,3,4.0
23330145,2011,2014,8700000,0,34522,4,HS,3,9.0
24330136,2012,2014,8000000,ichibu_kikin,34522,3,HS,3,3.0
15H03397,2015,2017,11900000,0,34522,3,HS,3,3.0
16H03650,2016,2019,7200000,0,34522,4,HS,3,1.0
17330093,2005,2007,15300000,0,33806,3,HS,3,2.0
20330088,2008,2010,15000000,0,33806,3,HS,3,11.0
17330089,2005,2007,15200000,0,32403,3,HS,3,9.0
18330062,2006,2009,9900000,0,32403,4,HS,3,2.0
25287017,2013,2017,13900000,ichibu_kikin,32403,5,SE,3,13.0
17330122,2005,2007,13200000,0,32704,3,HS,3,18.0
17330183,2005,2007,14900000,0,32704,3,HS,3,0.0
17360288,2005,2007,15100000,0,32704,3,SE,3,18.0
18300085,2006,2008,14700000,0,32704,3,INT,3,13.0
19320007,2007,2010,14000000,0,32704,4,HS,3,7.0
20310155,2008,2010,7300000,0,32704,3,INT,3,15.0
21310170,2009,2012,12100000,0,32704,4,INT,3,4.0
22300129,2010,2014,13900000,0,32704,5,INT,3,11.0
25289201,2013,2015,13800000,ichibu_kikin,32704,3,SE,3,7.0
26283014,2014,2017,13200000,ichibu_kikin,32704,4,HS,3,3.0
17330044,2005,2007,7000000,0,37102,3,HS,3,0.0
20330040,2008,2010,13700000,0,37102,3,HS,3,14.0
17H01883,2017,2019,11700000,0,37102,3,INT,3,5.0
17330038,2005,2007,12800000,0,32683,3,HS,3,7.0
18310169,2006,2008,8900000,0,32683,3,INT,3,6.0
18330135,2006,2008,8700000,0,32683,3,HS,3,0.0
19310159,2007,2009,14500000,0,32683,3,INT,3,13.0
19330011,2007,2010,16000000,0,32683,4,HS,3,2.0
21310169,2009,2011,7000000,0,32683,3,INT,3,14.0
21330100,2009,2011,13400000,0,32683,3,HS,3,4.0
21330035,2009,2011,7000000,0,32683,3,HS,3,1.0
21330018,2009,2011,9900000,0,32683,3,HS,3,1.0
21330025,2009,2011,13200000,0,32683,3,HS,3,3.0
21330140,2009,2013,14100000,0,32683,5,HS,3,3.0
25283017,2013,2016,8900000,ichibu_kikin,32683,4,HS,3,8.0
26284034,2014,2017,12300000,ichibu_kikin,32683,4,HS,3,6.0
26285034,2014,2018,5700000,ichibu_kikin,32683,5,HS,3,10.0
15H02872,2015,2017,7600000,0,32683,3,INT,3,1.0
16H03716,2016,2019,12300000,0,32683,4,HS,3,1.0
16H03717,2016,2018,7000000,0,32683,3,HS,3,2.0
17330072,2005,2007,14400000,0,82628,3,HS,8,2.0
23330173,2011,2013,14200000,0,82628,3,HS,8,5.0
23330100,2011,2013,14700000,0,82628,3,HS,8,9.0
24330097,2012,2014,8500000,ichibu_kikin,82628,3,HS,8,2.0
25285095,2013,2016,10100000,ichibu_kikin,82628,4,HS,8,3.0
26285128,2014,2016,12400000,ichibu_kikin,82628,3,HS,8,3.0
15H03364,2015,2017,10000000,0,82628,3,HS,8,3.0
15H03365,2015,2017,10500000,0,82628,3,HS,8,1.0
17330194,2005,2007,13700000,0,16102,3,HS,1,0.0
21370011,2009,2012,8200000,0,16102,4,BIO,1,9.0
22300231,2010,2013,13100000,0,16102,4,INT,1,0.0
24330237,2012,2014,8200000,ichibu_kikin,16102,3,HS,1,3.0
17330202,2005,2008,4800000,0,17101,4,HS,1,0.0
20330196,2008,2010,8000000,0,17101,3,HS,1,0.0
25285233,2013,2015,6700000,ichibu_kikin,17101,3,HS,1,0.0
15H03505,2015,2018,12000000,0,17101,4,HS,1,1.0
16H03061,2016,2019,13500000,0,17101,4,INT,1,9.0
17H02683,2017,2020,11700000,0,17101,4,HS,1,3.0
17330203,2005,2008,14200000,0,32206,4,HS,3,6.0
20390571,2008,2010,7400000,0,32206,3,BIO,3,0.0
20390565,2008,2010,6100000,0,32206,3,BIO,3,0.0
21390594,2009,2012,13800000,0,32206,4,BIO,3,2.0
21390604,2009,2011,13800000,0,32206,3,BIO,3,0.0
21390584,2009,2012,13600000,0,32206,4,BIO,3,0.0
22330260,2010,2014,14800000,0,32206,5,HS,3,14.0
23390191,2011,2013,15600000,0,32206,3,BIO,3,59.0
23390522,2011,2013,6600000,0,32206,3,BIO,3,0.0
24390500,2012,2015,8400000,ichibu_kikin,32206,4,BIO,3,3.0
26293489,2014,2016,8200000,ichibu_kikin,32206,3,BIO,3,0.0
15H03088,2015,2017,5700000,0,32206,3,INT,3,2.0
15H03339,2015,2017,13900000,0,32206,3,HS,3,36.0
15H03515,2015,2019,13000000,0,32206,5,HS,3,29.0
17H04287,2017,2019,11800000,0,32206,3,BIO,3,13.0
17H04022,2017,2019,14000000,0,32206,3,BIO,3,37.0
17330141,2005,2007,12100000,0,14403,3,HS,1,2.0
17330140,2005,2007,14700000,0,14403,3,HS,1,2.0
17300218,2005,2008,6900000,0,14403,4,INT,1,0.0
18320117,2006,2008,11400000,0,14403,3,HS,1,0.0
18350098,2006,2008,14900000,0,14403,3,SE,1,28.0
19380194,2007,2009,14900000,0,14403,3,BIO,1,10.0
19330173,2007,2010,14800000,0,14403,4,HS,1,0.0
20360271,2008,2010,5100000,0,14403,3,SE,1,1.0
20330137,2008,2010,9100000,0,14403,3,HS,1,3.0
20330183,2008,2011,13900000,0,14403,4,HS,1,2.0
21330202,2009,2011,14000000,0,14403,3,HS,1,29.0
22330259,2010,2012,7300000,0,14403,3,HS,1,3.0
23350066,2011,2013,14800000,0,14403,3,SE,1,28.0
23330225,2011,2013,14800000,0,14403,3,HS,1,2.0
23330202,2011,2014,15300000,0,14403,4,HS,1,6.0
24320148,2012,2014,10100000,ichibu_kikin,14403,3,HS,1,2.0
24320018,2012,2015,9500000,ichibu_kikin,14403,4,HS,1,4.0
24300284,2012,2015,14500000,ichibu_kikin,14403,4,INT,1,14.0
24300229,2012,2015,13600000,ichibu_kikin,14403,4,INT,1,2.0
25285260,2013,2015,13600000,ichibu_kikin,14403,3,HS,1,1.0
26282205,2014,2017,12400000,ichibu_kikin,14403,4,INT,1,0.0
15H03486,2015,2017,11100000,0,14403,3,HS,1,10.0
16H03732,2016,2018,13100000,0,14403,3,HS,1,1.0
16H03363,2016,2019,13000000,0,14403,4,HS,1,17.0
17330130,2005,2008,14900000,0,33918,4,HS,3,8.0
18390200,2006,2009,14900000,0,33918,4,BIO,3,42.0
19330089,2007,2009,8600000,0,33918,3,HS,3,0.0
23330185,2011,2014,14700000,0,33918,4,HS,3,4.0
23330184,2011,2013,14100000,0,33918,3,HS,3,0.0
24330180,2012,2014,10800000,ichibu_kikin,33918,3,HS,3,0.0
24330179,2012,2014,10600000,ichibu_kikin,33918,3,HS,3,1.0
25293475,2013,2015,10300000,ichibu_kikin,33918,3,BIO,3,0.0
26285137,2014,2016,12100000,ichibu_kikin,33918,3,HS,3,3.0
26285138,2014,2017,11700000,ichibu_kikin,33918,4,HS,3,10.0
26285139,2014,2017,9200000,ichibu_kikin,33918,4,HS,3,3.0
15H03437,2015,2018,12300000,0,33918,4,HS,3,2.0
16H03719,2016,2018,12200000,0,33918,3,HS,3,1.0
16H05611,2016,2018,12600000,0,33918,3,BIO,3,0.0
17H02613,2017,2019,12600000,0,33918,3,HS,3,0.0
17360304,2005,2007,6800000,0,37108,3,SE,3,0.0
17360260,2005,2007,15100000,0,32685,3,SE,3,6.0
18300096,2006,2009,12400000,0,32685,4,INT,3,20.0
18330128,2006,2009,14300000,0,32685,4,HS,3,0.0
24360218,2012,2015,8100000,ichibu_kikin,32685,4,SE,3,9.0
26289106,2014,2017,9900000,ichibu_kikin,32685,4,SE,3,4.0
26284041,2014,2017,5000000,ichibu_kikin,32685,4,HS,3,1.0
15H03183,2015,2019,7600000,0,32685,5,HS,3,4.0
15H02881,2015,2018,12300000,0,32685,4,INT,3,10.0
15H03414,2015,2017,12100000,0,32685,3,HS,3,3.0
16H03773,2016,2018,6600000,0,32685,3,HS,3,0.0
16H04441,2016,2018,9100000,0,32685,3,SE,3,5.0
17H03499,2017,2019,12800000,0,32685,3,SE,3,1.0
17360403,2005,2007,15300000,0,37401,3,SE,3,15.0
18360239,2006,2008,7500000,0,37401,3,SE,3,10.0
18360432,2006,2008,13000000,0,37401,3,SE,3,2.0
19390193,2007,2009,14200000,0,37401,3,BIO,3,18.0
20360377,2008,2010,13700000,0,37401,3,SE,3,41.0
21390177,2009,2011,14700000,0,37401,3,BIO,3,60.0
23350070,2011,2013,14800000,0,37401,3,SE,3,9.0
23390027,2011,2013,14400000,0,37401,3,BIO,3,8.0
23300173,2011,2013,13800000,0,37401,3,INT,3,23.0
24390043,2012,2014,14500000,ichibu_kikin,37401,3,BIO,3,36.0
25289281,2013,2015,13500000,ichibu_kikin,37401,3,SE,3,8.0
25289299,2013,2015,13400000,ichibu_kikin,37401,3,SE,3,18.0
15H04475,2015,2017,12600000,0,37401,3,BIO,3,13.0
16H04561,2016,2018,13600000,0,37401,3,SE,3,9.0
17360426,2005,2007,15300000,0,82627,3,SE,10,2.0
17360423,2005,2007,15300000,0,82627,3,SE,10,1.0
17360424,2005,2007,15400000,0,82627,3,SE,10,11.0
18360424,2006,2008,14900000,0,82627,3,SE,10,0.0
18360425,2006,2008,8300000,0,82627,3,SE,10,0.0
20360398,2008,2010,13200000,0,82627,3,SE,10,0.0
20360399,2008,2010,8400000,0,82627,3,SE,10,0.0
20360400,2008,2010,14400000,0,82627,3,SE,10,19.0
21360436,2009,2011,14700000,0,82627,3,SE,10,21.0
21360438,2009,2011,14400000,0,82627,3,SE,10,1.0
21360439,2009,2011,7400000,0,82627,3,SE,10,0.0
22360374,2010,2012,13200000,0,82627,3,SE,10,2.0
22360373,2010,2012,14100000,0,82627,3,SE,10,5.0
22360375,2010,2012,10200000,0,82627,3,SE,10,9.0
22360376,2010,2012,14200000,0,82627,3,SE,10,0.0
22360413,2010,2012,13800000,0,82627,3,SE,10,4.0
23360396,2011,2013,13800000,0,82627,3,SE,10,1.0
23360397,2011,2013,13700000,0,82627,3,SE,10,2.0
23360395,2011,2013,13600000,0,82627,3,SE,10,0.0
24360363,2012,2014,14400000,ichibu_kikin,82627,3,SE,10,8.0
24360364,2012,2014,14400000,ichibu_kikin,82627,3,SE,10,1.0
24360365,2012,2014,9600000,ichibu_kikin,82627,3,SE,10,1.0
24360366,2012,2014,14100000,ichibu_kikin,82627,3,SE,10,5.0
25280116,2013,2015,13600000,ichibu_kikin,82627,3,INT,10,11.0
25289327,2013,2015,12000000,ichibu_kikin,82627,3,SE,10,0.0
25289326,2013,2015,10200000,ichibu_kikin,82627,3,SE,10,0.0
25289325,2013,2015,13800000,ichibu_kikin,82627,3,SE,10,1.0
25289324,2013,2015,9100000,ichibu_kikin,82627,3,SE,10,0.0
25289323,2013,2015,12500000,ichibu_kikin,82627,3,SE,10,3.0
26289344,2014,2016,12200000,ichibu_kikin,82627,3,SE,10,3.0
26289343,2014,2016,12400000,ichibu_kikin,82627,3,SE,10,0.0
26289342,2014,2016,12600000,ichibu_kikin,82627,3,SE,10,3.0
26289341,2014,2016,8500000,ichibu_kikin,82627,3,SE,10,0.0
17350095,2005,2007,13600000,0,87402,3,SE,0,7.0
17360206,2005,2007,10900000,0,53301,3,SE,7,5.0
19310057,2007,2009,13500000,0,53301,3,INT,7,5.0
22360164,2010,2013,12700000,0,53301,4,SE,7,24.0
26289138,2014,2016,12100000,ichibu_kikin,53301,3,SE,7,3.0
17360148,2005,2007,6900000,0,55201,3,SE,7,4.0
24360362,2012,2014,12600000,ichibu_kikin,55201,3,SE,7,2.0
16H04607,2016,2018,13100000,0,55201,3,SE,7,2.0
17360147,2005,2007,15100000,0,53801,3,SE,7,0.0
18390138,2006,2009,14500000,0,84412,4,BIO,10,51.0
18380135,2006,2008,7700000,0,30109,3,BIO,3,0.0
18380183,2006,2008,14700000,0,30109,3,BIO,3,35.0
20380163,2008,2010,14000000,0,30109,3,BIO,3,15.0
21310044,2009,2011,11700000,0,30109,3,INT,3,10.0
22380174,2010,2012,12700000,0,30109,3,BIO,3,7.0
25292182,2013,2015,12800000,ichibu_kikin,30109,3,BIO,3,12.0
26292160,2014,2017,11800000,ichibu_kikin,30109,4,BIO,3,7.0
17H03627,2017,2020,15100000,0,30109,4,BIO,3,6.0
17H04108,2017,2019,13700000,0,30109,3,BIO,3,4.0
18380144,2006,2008,9000000,0,282111,3,BIO,10,19.0
18380161,2006,2008,14400000,0,282111,3,BIO,10,11.0
19380015,2007,2010,14900000,0,282111,4,BIO,10,15.0
19380008,2007,2009,14800000,0,282111,3,BIO,10,0.0
19380037,2007,2009,14200000,0,282111,3,BIO,10,27.0
19380063,2007,2009,15100000,0,282111,3,BIO,10,2.0
19380188,2007,2009,14800000,0,282111,3,BIO,10,11.0
20380129,2008,2010,14200000,0,282111,3,BIO,10,3.0
21380149,2009,2012,11700000,0,282111,4,BIO,10,7.0
21380150,2009,2012,12400000,0,282111,4,BIO,10,22.0
21380028,2009,2011,7600000,0,282111,3,BIO,10,5.0
21380017,2009,2011,15300000,0,282111,3,BIO,10,5.0
21380010,2009,2011,14800000,0,282111,3,BIO,10,0.0
21380068,2009,2011,14200000,0,282111,3,BIO,10,11.0
21380039,2009,2011,14800000,0,282111,3,BIO,10,16.0
21380051,2009,2011,11400000,0,282111,3,BIO,10,2.0
21380052,2009,2012,12500000,0,282111,4,BIO,10,0.0
21380190,2009,2012,14600000,0,282111,4,BIO,10,16.0
21300274,2009,2011,13800000,0,282111,3,INT,10,11.0
22380017,2010,2012,14600000,0,282111,3,BIO,10,1.0
22380063,2010,2012,13800000,0,282111,3,BIO,10,3.0
22380038,2010,2012,14300000,0,282111,3,BIO,10,10.0
22380133,2010,2012,12300000,0,282111,3,BIO,10,11.0
23380029,2011,2013,13300000,0,282111,3,BIO,10,0.0
23380196,2011,2013,15700000,0,282111,3,BIO,10,7.0
23380135,2011,2013,7900000,0,282111,3,BIO,10,12.0
23380160,2011,2013,13500000,0,282111,3,BIO,10,7.0
24380013,2012,2014,14400000,ichibu_kikin,282111,3,BIO,10,1.0
24380134,2012,2014,11400000,ichibu_kikin,282111,3,BIO,10,1.0
24380141,2012,2015,15000000,ichibu_kikin,282111,4,BIO,10,5.0
24380148,2012,2014,14200000,ichibu_kikin,282111,3,BIO,10,1.0
25292147,2013,2015,13200000,ichibu_kikin,282111,3,BIO,10,3.0
25292137,2013,2015,12600000,ichibu_kikin,282111,3,BIO,10,6.0
25292153,2013,2015,13000000,ichibu_kikin,282111,3,BIO,10,3.0
25292184,2013,2016,8600000,ichibu_kikin,282111,4,BIO,10,6.0
25292031,2013,2016,14500000,ichibu_kikin,282111,4,BIO,10,4.0
25292054,2013,2015,13300000,ichibu_kikin,282111,3,BIO,10,8.0
25292027,2013,2015,11100000,ichibu_kikin,282111,3,BIO,10,6.0
25292026,2013,2016,9900000,ichibu_kikin,282111,4,BIO,10,7.0
25292025,2013,2015,13700000,ichibu_kikin,282111,3,BIO,10,2.0
26292008,2014,2016,12000000,ichibu_kikin,282111,3,BIO,10,3.0
26292185,2014,2016,13300000,ichibu_kikin,282111,3,BIO,10,6.0
26292129,2014,2016,12100000,ichibu_kikin,282111,3,BIO,10,15.0
26292133,2014,2016,11800000,ichibu_kikin,282111,3,BIO,10,0.0
26282200,2014,2016,12400000,ichibu_kikin,282111,3,INT,10,3.0
18380138,2006,2008,8000000,0,82625,3,BIO,8,4.0
19380132,2007,2009,7100000,0,82625,3,BIO,8,9.0
21380141,2009,2012,5500000,0,82625,4,BIO,8,2.0
24380128,2012,2014,5700000,ichibu_kikin,82625,3,BIO,8,2.0
15H04558,2015,2017,6100000,0,82625,3,BIO,8,2.0
18390042,2006,2009,15200000,0,33304,4,BIO,3,20.0
22300264,2010,2012,13700000,0,33304,3,INT,3,35.0
18390573,2006,2008,15400000,0,21102,3,BIO,2,0.0
18390572,2006,2008,11800000,0,21102,3,BIO,2,1.0
20390554,2008,2011,6600000,0,21102,4,BIO,2,0.0
20300225,2008,2011,14500000,0,21102,4,INT,2,4.0
20300197,2008,2010,12300000,0,21102,3,INT,2,24.0
25293443,2013,2017,8500000,ichibu_kikin,21102,5,BIO,2,0.0
26282202,2014,2016,12200000,ichibu_kikin,21102,3,INT,2,0.0
18390543,2006,2008,15600000,0,32680,3,BIO,3,26.0
23370065,2011,2013,15300000,0,32680,3,BIO,3,25.0
26285158,2014,2017,12700000,ichibu_kikin,32680,4,HS,3,5.0
15H03234,2015,2017,11700000,0,32680,3,HS,3,7.0
17H03981,2017,2019,13900000,0,32680,3,BIO,3,10.0
17H02645,2017,2019,12600000,0,32680,3,HS,3,3.0
18390482,2006,2008,15200000,0,34417,3,BIO,3,5.0
19390326,2007,2009,14200000,0,34417,3,BIO,3,33.0
20390086,2008,2010,15100000,0,34417,3,BIO,3,13.0
20300139,2008,2011,8100000,0,34417,4,INT,3,18.0
22390237,2010,2012,14300000,0,34417,3,BIO,3,46.0
22370072,2010,2012,14700000,0,34417,3,BIO,3,8.0
22390063,2010,2012,14400000,0,34417,3,BIO,3,23.0
22390153,2010,2012,13800000,0,34417,3,BIO,3,21.0
23390414,2011,2013,9700000,0,34417,3,BIO,3,4.0
24390399,2012,2016,14000000,ichibu_kikin,34417,5,BIO,3,8.0
24300125,2012,2014,14200000,ichibu_kikin,34417,3,INT,3,6.0
25293137,2013,2015,14500000,ichibu_kikin,34417,3,BIO,3,9.0
25293266,2013,2016,14200000,ichibu_kikin,34417,4,BIO,3,9.0
25291047,2013,2015,13900000,ichibu_kikin,34417,3,BIO,3,11.0
26293194,2014,2016,12800000,ichibu_kikin,34417,3,BIO,3,0.0
15H04262,2015,2017,13500000,0,34417,3,BIO,3,8.0
15H03125,2015,2018,13800000,0,34417,4,INT,3,10.0
16H03304,2016,2018,13300000,0,34417,3,INT,3,0.0
16H05145,2016,2018,13500000,0,34417,3,BIO,3,6.0
16H05233,2016,2018,13800000,0,34417,3,BIO,3,13.0
18390596,2006,2009,15200000,0,35414,4,BIO,3,0.0
25293448,2013,2016,13500000,ichibu_kikin,35414,4,BIO,3,1.0
25293439,2013,2017,12800000,ichibu_kikin,35414,5,BIO,3,0.0
25293438,2013,2017,10100000,ichibu_kikin,35414,5,BIO,3,0.0
18390600,2006,2008,6200000,0,82606,3,BIO,8,2.0
19390268,2007,2009,13700000,0,82606,3,BIO,8,20.0
20390191,2008,2010,8200000,0,82606,3,BIO,8,59.0
21370083,2009,2011,13900000,0,82606,3,BIO,8,4.0
21370084,2009,2011,10800000,0,82606,3,BIO,8,7.0
22300343,2010,2014,13000000,0,82606,5,INT,8,9.0
22310123,2010,2012,13200000,0,82606,3,INT,8,3.0
22390296,2010,2013,14500000,0,82606,4,BIO,8,37.0
22390240,2010,2012,13900000,0,82606,3,BIO,8,6.0
22390197,2010,2012,14400000,0,82606,3,BIO,8,22.0
18390588,2006,2008,10800000,0,24102,3,BIO,2,3.0
19390568,2007,2009,9100000,0,24102,3,BIO,2,2.0
15H02884,2015,2018,10000000,0,24102,4,INT,2,1.0
18390305,2006,2009,15000000,0,83902,4,BIO,9,11.0
21390318,2009,2012,10200000,0,83902,4,BIO,9,12.0
21390319,2009,2012,13500000,0,83902,4,BIO,9,19.0
24390271,2012,2015,13800000,ichibu_kikin,83902,4,BIO,9,10.0
25290020,2013,2017,13100000,ichibu_kikin,83902,5,BIO,9,11.0
16H05363,2016,2018,13200000,0,83902,3,BIO,9,11.0
18390338,2006,2008,15200000,0,54502,3,BIO,7,4.0
21390351,2009,2011,13700000,0,54502,3,BIO,7,5.0
18390448,2006,2008,6800000,0,34401,3,BIO,3,0.0
18390440,2006,2009,10800000,0,34401,4,BIO,3,5.0
19310132,2007,2009,15000000,0,34401,3,INT,3,10.0
21390446,2009,2013,13200000,0,34401,5,BIO,3,14.0
22390126,2010,2012,3800000,0,34401,3,BIO,3,6.0
23390355,2011,2013,14400000,0,34401,3,BIO,3,18.0
24390384,2012,2014,14200000,ichibu_kikin,34401,3,BIO,3,4.0
26293327,2014,2016,12300000,ichibu_kikin,34401,3,BIO,3,17.0
15H04789,2015,2017,12500000,0,34401,3,BIO,3,0.0
16H03088,2016,2018,12000000,0,34401,3,INT,3,8.0
18360276,2006,2009,14800000,0,31307,4,SE,3,24.0
18360298,2006,2008,14700000,0,31307,3,SE,3,2.0
18330171,2006,2008,10500000,0,31307,3,HS,3,8.0
21320078,2009,2011,9500000,0,31307,3,HS,3,35.0
18360279,2006,2008,13200000,0,33907,3,SE,3,6.0
18360232,2006,2008,12000000,0,82707,3,SE,10,26.0
19360225,2007,2009,14900000,0,82707,3,SE,10,19.0
19360218,2007,2009,15100000,0,82707,3,SE,10,2.0
20360216,2008,2011,10200000,0,82707,4,SE,10,38.0
20360195,2008,2010,12100000,0,82707,3,SE,10,8.0
22360191,2010,2012,8300000,0,82707,3,SE,10,4.0
22360190,2010,2013,13000000,0,82707,4,SE,10,4.0
23360208,2011,2013,11500000,0,82707,3,SE,10,1.0
23360192,2011,2013,14900000,0,82707,3,SE,10,15.0
24370016,2012,2016,14000000,ichibu_kikin,82707,5,BIO,10,16.0
26289157,2014,2016,9400000,ichibu_kikin,82707,3,SE,10,8.0
18360252,2006,2009,10000000,0,32701,4,SE,3,1.0
20360243,2008,2010,12300000,0,32701,3,SE,3,2.0
23310169,2011,2013,10500000,0,32701,3,INT,3,34.0
26292167,2014,2017,12300000,ichibu_kikin,32701,4,BIO,3,15.0
15H04584,2015,2018,12800000,0,32701,4,BIO,3,3.0
18360256,2006,2008,10300000,0,82405,3,SE,9,0.0
23360403,2011,2013,13300000,0,82405,3,SE,9,0.0
25290084,2013,2016,13500000,ichibu_kikin,82405,4,BIO,9,1.0
18360296,2006,2008,13300000,0,34523,3,SE,3,5.0
22360257,2010,2012,6800000,0,34523,3,SE,3,4.0
25282008,2013,2015,11300000,ichibu_kikin,34523,3,INT,3,5.0
25282009,2013,2016,9500000,ichibu_kikin,34523,4,INT,3,0.0
16H03024,2016,2018,13300000,0,34523,3,INT,3,2.0
18360079,2006,2008,14800000,0,22605,3,SE,2,8.0
21330094,2009,2011,14000000,0,22605,3,HS,2,16.0
22330116,2010,2014,11900000,0,22605,5,HS,2,9.0
25280125,2013,2015,6700000,ichibu_kikin,22605,3,INT,2,4.0
15H02972,2015,2018,12800000,0,22605,4,INT,2,13.0
16H02883,2016,2018,6000000,0,22605,3,INT,2,7.0
18360140,2006,2008,14800000,0,32503,3,SE,3,17.0
19360400,2007,2009,11300000,0,32503,3,SE,3,0.0
20360120,2008,2011,13500000,0,32503,4,SE,3,0.0
22360266,2010,2012,11900000,0,32503,3,SE,3,5.0
23380103,2011,2013,14600000,0,32503,3,BIO,3,1.0
23300307,2011,2013,14200000,0,32503,3,INT,3,0.0
23340164,2011,2013,9700000,0,32503,3,SE,3,17.0
24360229,2012,2014,5800000,ichibu_kikin,32503,3,SE,3,0.0
24310147,2012,2014,15200000,ichibu_kikin,32503,3,INT,3,2.0
26291099,2014,2017,12700000,ichibu_kikin,32503,4,BIO,3,1.0
26280128,2014,2016,11300000,ichibu_kikin,32503,3,INT,3,2.0
15H04136,2015,2019,12100000,0,32503,5,SE,3,3.0
15H02879,2015,2017,6800000,0,32503,3,INT,3,1.0
17H03268,2017,2020,13700000,0,32503,4,SE,3,3.0
17H03149,2017,2019,13800000,0,32503,3,SE,3,6.0
18360189,2006,2008,14800000,0,32714,3,SE,3,6.0
24360361,2012,2014,9900000,ichibu_kikin,32714,3,SE,3,5.0
15H04216,2015,2017,11200000,0,32714,3,SE,3,2.0
15H02707,2015,2018,11900000,0,32714,4,INT,3,8.0
15H02893,2015,2017,13800000,0,32714,3,INT,3,4.0
16H02820,2016,2019,11000000,0,32714,4,INT,3,3.0
18360196,2006,2008,14100000,0,33903,3,SE,3,6.0
20360414,2008,2012,14100000,0,33903,5,SE,3,30.0
20310106,2008,2010,11900000,0,33903,3,INT,3,17.0
21360200,2009,2011,13200000,0,33903,3,SE,3,7.0
21300065,2009,2011,13900000,0,33903,3,INT,3,18.0
22360009,2010,2012,15300000,0,33903,3,SE,3,15.0
24350087,2012,2015,14000000,ichibu_kikin,33903,4,SE,3,16.0
26289081,2014,2016,12500000,ichibu_kikin,33903,3,SE,3,5.0
26288072,2014,2016,12900000,ichibu_kikin,33903,3,SE,3,12.0
15H02697,2015,2018,13900000,0,33903,4,INT,3,18.0
16H04114,2016,2018,13300000,0,33903,3,SE,3,9.0
16H04510,2016,2018,14100000,0,33903,3,SE,3,7.0
17H03098,2017,2020,13900000,0,33903,4,SE,3,8.0
18370100,2006,2008,15100000,0,82703,3,BIO,10,4.0
18380075,2006,2008,10900000,0,35302,3,BIO,3,0.0
22360258,2010,2012,13700000,0,35302,3,SE,3,16.0
23300214,2011,2013,6200000,0,35302,3,INT,3,0.0
