awardnumber,startfiscalyear,endfiscalyear,directcost,allocation_niicode,institution_niicode,project_length,field_niicode,institution_table_group,journal_count
16300289,2004,2006,14600000,0,82620,3,INT,10,0.0
16360309,2004,2006,12500000,0,82620,3,SE,10,0.0
17300292,2005,2008,14000000,0,82620,4,INT,10,0.0
18320038,2006,2008,6200000,0,82620,3,HS,10,0.0
19360283,2007,2009,12900000,0,82620,3,SE,10,0.0
20300291,2008,2010,14600000,0,82620,3,INT,10,1.0
21320033,2009,2012,13000000,0,82620,4,HS,10,2.0
22320032,2010,2013,14600000,0,82620,4,HS,10,1.0
22300312,2010,2014,13200000,0,82620,5,INT,10,3.0
23300328,2011,2014,13900000,0,82620,4,INT,10,10.0
24320032,2012,2014,12200000,ichibu_kikin,82620,3,HS,10,2.0
26289225,2014,2018,12700000,ichibu_kikin,82620,5,SE,10,1.0
26282071,2014,2018,13000000,ichibu_kikin,82620,5,INT,10,2.0
16330170,2004,2006,15600000,0,47303,3,HS,4,0.0
21330195,2009,2012,14100000,0,47303,4,HS,4,9.0
16330171,2004,2006,8200000,0,82646,3,HS,10,1.0
19330192,2007,2009,5900000,0,82646,3,HS,10,15.0
23300314,2011,2014,9700000,0,82646,4,INT,10,3.0
23330139,2011,2014,7300000,0,82646,4,HS,10,4.0
16330172,2004,2006,6400000,0,12201,3,HS,1,0.0
16330094,2004,2007,14900000,0,12201,4,HS,1,3.0
16300024,2004,2006,12200000,0,12201,3,INT,1,0.0
16380185,2004,2006,13800000,0,12201,3,BIO,1,0.0
16360147,2004,2006,15100000,0,12201,3,SE,1,0.0
17380138,2005,2007,7100000,0,12201,3,BIO,1,2.0
17380130,2005,2007,10000000,0,12201,3,BIO,1,9.0
17360380,2005,2007,15000000,0,12201,3,SE,1,10.0
18380139,2006,2008,15800000,0,12201,3,BIO,1,8.0
18360161,2006,2008,14500000,0,12201,3,SE,1,14.0
18300014,2006,2008,14400000,0,12201,3,INT,1,29.0
19380033,2007,2010,15300000,0,12201,4,BIO,1,9.0
19380118,2007,2009,8900000,0,12201,3,BIO,1,3.0
20380132,2008,2010,11000000,0,12201,3,BIO,1,18.0
20380152,2008,2011,14800000,0,12201,4,BIO,1,5.0
20300193,2008,2010,12900000,0,12201,3,INT,1,0.0
20340159,2008,2010,13700000,0,12201,3,SE,1,16.0
20360026,2008,2010,13500000,0,12201,3,SE,1,8.0
21380117,2009,2012,13900000,0,12201,4,BIO,1,1.0
21380089,2009,2011,13500000,0,12201,3,BIO,1,3.0
21360142,2009,2011,14000000,0,12201,3,SE,1,22.0
21360161,2009,2012,13200000,0,12201,4,SE,1,16.0
22380071,2010,2012,14000000,0,12201,3,BIO,1,0.0
22380140,2010,2012,15000000,0,12201,3,BIO,1,0.0
22360057,2010,2012,14400000,0,12201,3,SE,1,2.0
22360024,2010,2012,14400000,0,12201,3,SE,1,25.0
23360362,2011,2013,8800000,0,12201,3,SE,1,7.0
23360026,2011,2013,16000000,0,12201,3,SE,1,10.0
23380061,2011,2013,14400000,0,12201,3,BIO,1,11.0
23330155,2011,2013,14500000,0,12201,3,HS,1,2.0
24380151,2012,2014,13400000,ichibu_kikin,12201,3,BIO,1,3.0
24310177,2012,2015,10900000,ichibu_kikin,12201,4,INT,1,7.0
24310052,2012,2015,11300000,ichibu_kikin,12201,4,INT,1,0.0
25289278,2013,2017,13800000,ichibu_kikin,12201,5,SE,1,3.0
26280100,2014,2017,9700000,ichibu_kikin,12201,4,INT,1,15.0
26282030,2014,2016,9800000,ichibu_kikin,12201,3,INT,1,7.0
15H03941,2015,2017,13100000,0,12201,3,SE,1,2.0
15H04508,2015,2017,12700000,0,12201,3,BIO,1,25.0
15H04570,2015,2017,13700000,0,12201,3,BIO,1,0.0
15H03570,2015,2017,11300000,0,12201,3,SE,1,27.0
16H03725,2016,2019,14000000,0,12201,4,HS,1,10.0
16H04914,2016,2018,13800000,0,12201,3,BIO,1,6.0
16H04425,2016,2018,14400000,0,12201,3,SE,1,8.0
17H01811,2017,2019,6200000,0,12201,3,INT,1,0.0
17H01975,2017,2020,13300000,0,12201,4,INT,1,16.0
16330173,2004,2007,12400000,0,12604,4,HS,1,0.0
16300229,2004,2007,14600000,0,12604,4,INT,1,3.0
16300249,2004,2006,7600000,0,12604,3,INT,1,0.0
16300262,2004,2006,14400000,0,12604,3,INT,1,0.0
16320026,2004,2006,5500000,0,12604,3,HS,1,0.0
16310169,2004,2006,5700000,0,12604,3,INT,1,0.0
16370072,2004,2006,15400000,0,12604,3,BIO,1,0.0
17320061,2005,2007,11300000,0,12604,3,HS,1,4.0
17300262,2005,2007,15000000,0,12604,3,INT,1,32.0
17330200,2005,2007,10400000,0,12604,3,HS,1,10.0
17330191,2005,2007,12500000,0,12604,3,HS,1,0.0
18320097,2006,2009,16000000,0,12604,4,HS,1,15.0
18300313,2006,2008,15400000,0,12604,3,INT,1,6.0
18300262,2006,2008,15900000,0,12604,3,INT,1,29.0
18330102,2006,2008,12500000,0,12604,3,HS,1,0.0
18330101,2006,2008,14000000,0,12604,3,HS,1,0.0
18330201,2006,2008,5900000,0,12604,3,HS,1,0.0
19310163,2007,2009,11500000,0,12604,3,INT,1,4.0
19300272,2007,2009,15100000,0,12604,3,INT,1,19.0
19300261,2007,2009,12800000,0,12604,3,INT,1,1.0
20300233,2008,2011,14400000,0,12604,4,INT,1,18.0
20340126,2008,2011,13600000,0,12604,4,SE,1,25.0
20340136,2008,2010,13900000,0,12604,3,SE,1,5.0
20330194,2008,2011,7100000,0,12604,4,HS,1,0.0
20330195,2008,2010,16300000,0,12604,3,HS,1,23.0
21370017,2009,2011,14500000,0,12604,3,BIO,1,14.0
21300304,2009,2012,14500000,0,12604,4,INT,1,18.0
22330257,2010,2012,12600000,0,12604,3,HS,1,15.0
22300269,2010,2012,14100000,0,12604,3,INT,1,32.0
22300280,2010,2014,13500000,0,12604,5,INT,1,2.0
22300273,2010,2012,11700000,0,12604,3,INT,1,9.0
22340040,2010,2012,14800000,0,12604,3,SE,1,24.0
23330275,2011,2013,9400000,0,12604,3,HS,1,5.0
24310129,2012,2014,14500000,ichibu_kikin,12604,3,INT,1,4.0
24330259,2012,2014,6600000,ichibu_kikin,12604,3,HS,1,2.0
24330260,2012,2014,13600000,ichibu_kikin,12604,3,HS,1,18.0
25285243,2013,2016,11100000,ichibu_kikin,12604,4,HS,1,8.0
25285226,2013,2016,5900000,ichibu_kikin,12604,4,HS,1,1.0
25282035,2013,2015,13600000,ichibu_kikin,12604,3,INT,1,10.0
25282051,2013,2016,13600000,ichibu_kikin,12604,4,INT,1,7.0
26291026,2014,2017,12800000,ichibu_kikin,12604,4,BIO,1,9.0
26282171,2014,2016,6600000,ichibu_kikin,12604,3,INT,1,4.0
26284071,2014,2017,5600000,ichibu_kikin,12604,4,HS,1,8.0
26287021,2014,2018,11600000,ichibu_kikin,12604,5,SE,1,20.0
26287030,2014,2017,12400000,ichibu_kikin,12604,4,SE,1,14.0
26285197,2014,2016,7300000,ichibu_kikin,12604,3,HS,1,1.0
26285198,2014,2017,12100000,ichibu_kikin,12604,4,HS,1,4.0
26286012,2014,2016,13100000,ichibu_kikin,12604,3,SE,1,6.0
15H03450,2015,2018,12700000,0,12604,4,HS,1,4.0
16H03809,2016,2019,11300000,0,12604,4,HS,1,3.0
16H03866,2016,2018,12900000,0,12604,3,SE,1,6.0
16H03054,2016,2019,13200000,0,12604,4,INT,1,7.0
16H03072,2016,2018,13100000,0,12604,3,INT,1,2.0
16H03359,2016,2019,10300000,0,12604,4,HS,1,5.0
16H04803,2016,2018,13300000,0,12604,3,BIO,1,11.0
17H02145,2017,2019,8200000,0,12604,3,INT,1,3.0
17H02058,2017,2019,13700000,0,12604,3,INT,1,1.0
17H01838,2017,2020,12300000,0,12604,4,INT,1,6.0
17H02692,2017,2020,13500000,0,12604,4,HS,1,1.0
17H02735,2017,2020,14100000,0,12604,4,SE,1,9.0
17H02863,2017,2019,12900000,0,12604,3,SE,1,13.0
16330174,2004,2006,12800000,0,13801,3,HS,1,0.0
16340022,2004,2006,6700000,0,13801,3,SE,1,0.0
16350099,2004,2006,12800000,0,13801,3,SE,1,0.0
16360078,2004,2006,12900000,0,13801,3,SE,1,0.0
16360004,2004,2006,14300000,0,13801,3,SE,1,0.0
16340117,2004,2006,14000000,0,13801,3,SE,1,0.0
16340180,2004,2006,15300000,0,13801,3,SE,1,0.0
16340151,2004,2006,11400000,0,13801,3,SE,1,0.0
16340152,2004,2006,14600000,0,13801,3,SE,1,0.0
16340159,2004,2006,8700000,0,13801,3,SE,1,0.0
16300251,2004,2006,14100000,0,13801,3,INT,1,0.0
16300015,2004,2007,14300000,0,13801,4,INT,1,11.0
16320117,2004,2006,5400000,0,13801,3,HS,1,0.0
16320102,2004,2006,13700000,0,13801,3,HS,1,0.0
16310072,2004,2006,15800000,0,13801,3,INT,1,0.0
16310038,2004,2007,11600000,0,13801,4,INT,1,12.0
16310057,2004,2006,9100000,0,13801,3,INT,1,0.0
16310149,2004,2006,15300000,0,13801,3,INT,1,0.0
16360325,2004,2006,10900000,0,13801,3,SE,1,0.0
16360122,2004,2006,15000000,0,13801,3,SE,1,0.0
16380077,2004,2006,15700000,0,13801,3,BIO,1,0.0
16380099,2004,2006,15800000,0,13801,3,BIO,1,0.0
17320004,2005,2007,6000000,0,13801,3,HS,1,4.0
17320005,2005,2007,14900000,0,13801,3,HS,1,0.0
17300265,2005,2007,10900000,0,13801,3,INT,1,5.0
17300266,2005,2008,15500000,0,13801,4,INT,1,3.0
17310071,2005,2007,11200000,0,13801,3,INT,1,15.0
17310070,2005,2007,14700000,0,13801,3,INT,1,6.0
17300081,2005,2007,14700000,0,13801,3,INT,1,24.0
17300045,2005,2007,15000000,0,13801,3,INT,1,3.0
17350067,2005,2007,14200000,0,13801,3,SE,1,9.0
17330163,2005,2007,6500000,0,13801,3,HS,1,12.0
17360324,2005,2007,14200000,0,13801,3,SE,1,14.0
17360374,2005,2007,5900000,0,13801,3,SE,1,4.0
17360138,2005,2007,12600000,0,13801,3,SE,1,8.0
18360069,2006,2008,14500000,0,13801,3,SE,1,5.0
18380031,2006,2009,9100000,0,13801,4,BIO,1,8.0
18380050,2006,2009,13300000,0,13801,4,BIO,1,3.0
18360371,2006,2008,13900000,0,13801,3,SE,1,8.0
18320009,2006,2008,14000000,0,13801,3,HS,1,20.0
18340165,2006,2009,14800000,0,13801,4,SE,1,29.0
18340158,2006,2009,15200000,0,13801,4,SE,1,62.0
18330003,2006,2008,13500000,0,13801,3,HS,1,0.0
19360296,2007,2009,13500000,0,13801,3,SE,1,51.0
19360372,2007,2009,13900000,0,13801,3,SE,1,10.0
19370034,2007,2010,13800000,0,13801,4,BIO,1,44.0
19370024,2007,2009,14000000,0,13801,3,BIO,1,20.0
19370082,2007,2009,14300000,0,13801,3,BIO,1,8.0
19360047,2007,2009,14500000,0,13801,3,SE,1,6.0
19360113,2007,2009,15100000,0,13801,3,SE,1,6.0
19360099,2007,2009,14100000,0,13801,3,SE,1,16.0
19360030,2007,2009,14600000,0,13801,3,SE,1,10.0
19360160,2007,2009,14100000,0,13801,3,SE,1,54.0
19360159,2007,2009,14000000,0,13801,3,SE,1,21.0
19380182,2007,2010,15000000,0,13801,4,BIO,1,14.0
19310141,2007,2009,14400000,0,13801,3,INT,1,26.0
19310093,2007,2009,14700000,0,13801,3,INT,1,31.0
19310008,2007,2010,13800000,0,13801,4,INT,1,13.0
19330104,2007,2009,12100000,0,13801,3,HS,1,6.0
19330200,2007,2010,14200000,0,13801,4,HS,1,0.0
19340111,2007,2009,14200000,0,13801,3,SE,1,25.0
19340148,2007,2009,14400000,0,13801,3,SE,1,19.0
19300026,2007,2009,14500000,0,13801,3,INT,1,10.0
20380088,2008,2010,14500000,0,13801,3,BIO,1,10.0
20360156,2008,2010,14600000,0,13801,3,SE,1,12.0
20310094,2008,2010,14600000,0,13801,3,INT,1,3.0
20310059,2008,2010,15000000,0,13801,3,INT,1,25.0
20320101,2008,2011,14300000,0,13801,4,HS,1,7.0
20300027,2008,2012,14200000,0,13801,5,INT,1,23.0
20300267,2008,2011,12900000,0,13801,4,INT,1,8.0
20300268,2008,2012,14300000,0,13801,5,INT,1,10.0
20340161,2008,2010,14800000,0,13801,3,SE,1,71.0
20340137,2008,2011,11500000,0,13801,4,SE,1,14.0
20360030,2008,2010,13800000,0,13801,3,SE,1,23.0
20330020,2008,2010,6300000,0,13801,3,HS,1,1.0
21380108,2009,2011,12500000,0,13801,3,BIO,1,2.0
21360336,2009,2011,13400000,0,13801,3,SE,1,22.0
21310080,2009,2011,15100000,0,13801,3,INT,1,15.0
21300021,2009,2012,7800000,0,13801,4,INT,1,10.0
21300306,2009,2011,10900000,0,13801,3,INT,1,10.0
21330200,2009,2013,7000000,0,13801,5,HS,1,0.0
22320101,2010,2013,10800000,0,13801,4,HS,1,12.0
22310045,2010,2012,14200000,0,13801,3,INT,1,4.0
22310085,2010,2012,15000000,0,13801,3,INT,1,9.0
22320168,2010,2013,14800000,0,13801,4,HS,1,15.0
22300033,2010,2012,13900000,0,13801,3,INT,1,6.0
22300032,2010,2012,13900000,0,13801,3,INT,1,0.0
22380029,2010,2012,14300000,0,13801,3,BIO,1,13.0
22360321,2010,2012,15100000,0,13801,3,SE,1,29.0
22360330,2010,2012,15000000,0,13801,3,SE,1,21.0
22360378,2010,2012,10300000,0,13801,3,SE,1,3.0
22370010,2010,2013,14000000,0,13801,4,BIO,1,61.0
22360389,2010,2012,13700000,0,13801,3,SE,1,37.0
22350060,2010,2012,14000000,0,13801,3,SE,1,11.0
22340118,2010,2013,14600000,0,13801,4,SE,1,16.0
22340078,2010,2012,12600000,0,13801,3,SE,1,31.0
22360270,2010,2012,14700000,0,13801,3,SE,1,21.0
22360141,2010,2012,14600000,0,13801,3,SE,1,18.0
22360140,2010,2012,12100000,0,13801,3,SE,1,12.0
22360088,2010,2012,14100000,0,13801,3,SE,1,17.0
22360104,2010,2012,14400000,0,13801,3,SE,1,6.0
23360293,2011,2013,15100000,0,13801,3,SE,1,13.0
23370042,2011,2014,14200000,0,13801,4,BIO,1,9.0
23360031,2011,2013,15900000,0,13801,3,SE,1,28.0
23360032,2011,2013,16000000,0,13801,3,SE,1,9.0
23360122,2011,2013,14600000,0,13801,3,SE,1,10.0
23360151,2011,2013,15400000,0,13801,3,SE,1,43.0
23360068,2011,2013,14400000,0,13801,3,SE,1,8.0
23360053,2011,2013,13700000,0,13801,3,SE,1,1.0
23360110,2011,2014,14200000,0,13801,4,SE,1,5.0
23380063,2011,2013,14500000,0,13801,3,BIO,1,19.0
23380098,2011,2013,14700000,0,13801,3,BIO,1,4.0
23380192,2011,2015,8200000,0,13801,5,BIO,1,7.0
23300024,2011,2014,14200000,0,13801,4,INT,1,3.0
23300283,2011,2013,14300000,0,13801,3,INT,1,2.0
23300187,2011,2014,14500000,0,13801,4,INT,1,2.0
23340155,2011,2014,13900000,0,13801,4,SE,1,49.0
23330111,2011,2014,4800000,0,13801,4,HS,1,2.0
24360305,2012,2014,14000000,ichibu_kikin,13801,3,SE,1,7.0
24380153,2012,2014,14000000,ichibu_kikin,13801,3,BIO,1,6.0
24330031,2012,2014,7900000,ichibu_kikin,13801,3,HS,1,1.0
24310089,2012,2014,14800000,ichibu_kikin,13801,3,INT,1,10.0
24320005,2012,2015,13300000,ichibu_kikin,13801,4,HS,1,9.0
24340025,2012,2016,10700000,ichibu_kikin,13801,5,SE,1,18.0
24330150,2012,2014,5400000,ichibu_kikin,13801,3,HS,1,2.0
24300017,2012,2014,13800000,ichibu_kikin,13801,3,INT,1,30.0
24300018,2012,2014,14000000,ichibu_kikin,13801,3,INT,1,1.0
24300282,2012,2016,14200000,ichibu_kikin,13801,5,INT,1,16.0
25286068,2013,2015,14400000,ichibu_kikin,13801,3,SE,1,7.0
25288034,2013,2015,14400000,ichibu_kikin,13801,3,SE,1,8.0
25280046,2013,2017,13000000,ichibu_kikin,13801,5,INT,1,4.0
25280038,2013,2015,13600000,ichibu_kikin,13801,3,INT,1,1.0
25289280,2013,2015,13500000,ichibu_kikin,13801,3,SE,1,0.0
25289279,2013,2015,13700000,ichibu_kikin,13801,3,SE,1,12.0
25289306,2013,2015,7600000,ichibu_kikin,13801,3,SE,1,1.0
25289021,2013,2015,10300000,ichibu_kikin,13801,3,SE,1,17.0
25289087,2013,2015,12700000,ichibu_kikin,13801,3,SE,1,11.0
25289123,2013,2016,12900000,ichibu_kikin,13801,4,SE,1,4.0
25289101,2013,2015,13500000,ichibu_kikin,13801,3,SE,1,10.0
26292010,2014,2016,12300000,ichibu_kikin,13801,3,BIO,1,0.0
26292015,2014,2017,12300000,ichibu_kikin,13801,4,BIO,1,0.0
26292059,2014,2016,12500000,ichibu_kikin,13801,3,BIO,1,19.0
26289064,2014,2016,12700000,ichibu_kikin,13801,3,SE,1,1.0
26289101,2014,2016,12300000,ichibu_kikin,13801,3,SE,1,3.0
26292094,2014,2016,9700000,ichibu_kikin,13801,3,BIO,1,0.0
26289046,2014,2016,12600000,ichibu_kikin,13801,3,SE,1,4.0
26282176,2014,2017,6500000,ichibu_kikin,13801,4,INT,1,13.0
26284077,2014,2016,11900000,ichibu_kikin,13801,3,HS,1,23.0
26280028,2014,2016,10000000,ichibu_kikin,13801,3,INT,1,3.0
26281038,2014,2016,12400000,ichibu_kikin,13801,3,INT,1,1.0
26287126,2014,2016,11200000,ichibu_kikin,13801,3,SE,1,7.0
26287104,2014,2016,13400000,ichibu_kikin,13801,3,SE,1,0.0
26287091,2014,2017,12800000,ichibu_kikin,13801,4,SE,1,11.0
26289016,2014,2016,13000000,ichibu_kikin,13801,3,SE,1,5.0
26286059,2014,2016,12300000,ichibu_kikin,13801,3,SE,1,4.0
15H04361,2015,2017,12500000,0,13801,3,BIO,1,14.0
15H04420,2015,2018,13700000,0,13801,4,BIO,1,43.0
15H03989,2015,2017,12900000,0,13801,3,SE,1,3.0
15H03990,2015,2017,12500000,0,13801,3,SE,1,3.0
15H03991,2015,2017,13100000,0,13801,3,SE,1,13.0
15H03946,2015,2017,6100000,0,13801,3,SE,1,3.0
15H03945,2015,2018,12500000,0,13801,4,SE,1,3.0
15H04123,2015,2017,12900000,0,13801,3,SE,1,12.0
15H03891,2015,2017,13100000,0,13801,3,SE,1,3.0
15H04618,2015,2017,12400000,0,13801,3,BIO,1,1.0
15H03134,2015,2018,11300000,0,13801,4,HS,1,2.0
15H03199,2015,2018,7100000,0,13801,4,HS,1,2.0
15H02689,2015,2018,13800000,0,13801,4,INT,1,4.0
15H02676,2015,2017,13900000,0,13801,3,INT,1,38.0
15H03844,2015,2017,13700000,0,13801,3,SE,1,3.0
15H03826,2015,2018,13500000,0,13801,4,SE,1,12.0
16H04085,2016,2018,14500000,0,13801,3,SE,1,4.0
16H03899,2016,2018,13300000,0,13801,3,SE,1,3.0
16H03882,2016,2018,12900000,0,13801,3,SE,1,4.0
16H03883,2016,2018,12900000,0,13801,3,SE,1,10.0
16H02968,2016,2019,14000000,0,13801,4,INT,1,10.0
16H03058,2016,2018,13300000,0,13801,3,INT,1,10.0
16H03036,2016,2018,12500000,0,13801,3,INT,1,2.0
16H04897,2016,2020,13600000,0,13801,5,BIO,1,1.0
16H04933,2016,2019,12900000,0,13801,4,BIO,1,8.0
16H04920,2016,2018,13700000,0,13801,3,BIO,1,5.0
16H04951,2016,2018,13200000,0,13801,3,BIO,1,0.0
16H04316,2016,2018,12700000,0,13801,3,SE,1,5.0
17H03828,2017,2020,12600000,0,13801,4,BIO,1,0.0
17H03765,2017,2020,14200000,0,13801,4,BIO,1,5.0
17H03756,2017,2019,14300000,0,13801,3,BIO,1,2.0
17H03479,2017,2019,11100000,0,13801,3,SE,1,4.0
17H03402,2017,2019,13800000,0,13801,3,SE,1,3.0
17H03902,2017,2019,12500000,0,13801,3,BIO,1,4.0
17H02060,2017,2019,13700000,0,13801,3,INT,1,23.0
17H01730,2017,2020,14300000,0,13801,4,INT,1,4.0
17H02038,2017,2020,13500000,0,13801,4,INT,1,3.0
17H01894,2017,2019,13900000,0,13801,3,INT,1,15.0
17H03086,2017,2019,8300000,0,13801,3,SE,1,13.0
17H02972,2017,2019,10500000,0,13801,3,SE,1,9.0
17H03021,2017,2019,14500000,0,13801,3,SE,1,2.0
17H03203,2017,2019,13300000,0,13801,3,SE,1,3.0
17H03156,2017,2019,13600000,0,13801,3,SE,1,0.0
17H02804,2017,2019,13800000,0,13801,3,SE,1,11.0
17H02798,2017,2019,13800000,0,13801,3,SE,1,5.0
16330175,2004,2006,11100000,0,13902,3,HS,1,0.0
17330201,2005,2007,8300000,0,13902,3,HS,1,0.0
19300280,2007,2009,13100000,0,13902,3,INT,1,11.0
19330105,2007,2009,14600000,0,13902,3,HS,1,2.0
21300236,2009,2012,14100000,0,13902,4,INT,1,22.0
21340145,2009,2012,14000000,0,13902,4,SE,1,11.0
23300300,2011,2014,6500000,0,13902,4,INT,1,2.0
23300095,2011,2014,13500000,0,13902,4,INT,1,1.0
24330244,2012,2016,13200000,ichibu_kikin,13902,5,HS,1,5.0
25282037,2013,2016,8900000,ichibu_kikin,13902,4,INT,1,5.0
26282052,2014,2017,11500000,ichibu_kikin,13902,4,INT,1,1.0
15H02914,2015,2017,12800000,0,13902,3,INT,1,9.0
16330177,2004,2006,14000000,0,14302,3,HS,1,0.0
18330189,2006,2008,14800000,0,14302,3,HS,1,0.0
19330202,2007,2009,15300000,0,14302,3,HS,1,16.0
19330201,2007,2010,7400000,0,14302,4,HS,1,6.0
20300236,2008,2010,7200000,0,14302,3,INT,1,16.0
21320087,2009,2011,6600000,0,14302,3,HS,1,7.0
22320094,2010,2013,11300000,0,14302,4,HS,1,4.0
22330246,2010,2012,13900000,0,14302,3,HS,1,11.0
22300289,2010,2012,7900000,0,14302,3,INT,1,13.0
25285246,2013,2015,14100000,ichibu_kikin,14302,3,HS,1,13.0
25284095,2013,2017,13000000,ichibu_kikin,14302,5,HS,1,10.0
25282223,2013,2016,9600000,ichibu_kikin,14302,4,INT,1,3.0
26282204,2014,2018,5900000,ichibu_kikin,14302,5,INT,1,4.0
26284078,2014,2017,12300000,ichibu_kikin,14302,4,HS,1,11.0
15H02889,2015,2017,13500000,0,14302,3,INT,1,15.0
15H03499,2015,2017,6800000,0,14302,3,HS,1,2.0
16330178,2004,2006,10100000,0,14501,3,HS,1,0.0
16340009,2004,2006,16200000,0,14501,3,SE,1,0.0
16330018,2004,2006,5800000,0,14501,3,HS,1,0.0
16330020,2004,2007,13100000,0,14501,4,HS,1,0.0
16330026,2004,2006,13400000,0,14501,3,HS,1,0.0
16330086,2004,2006,14300000,0,14501,3,HS,1,0.0
16330087,2004,2006,14300000,0,14501,3,HS,1,0.0
16330099,2004,2007,15200000,0,14501,4,HS,1,4.0
16360040,2004,2006,13500000,0,14501,3,SE,1,0.0
16340105,2004,2006,16300000,0,14501,3,SE,1,0.0
16340106,2004,2007,16100000,0,14501,4,SE,1,5.0
16340141,2004,2006,15900000,0,14501,3,SE,1,0.0
16340154,2004,2006,16300000,0,14501,3,SE,1,0.0
16330011,2004,2007,10500000,0,14501,4,HS,1,2.0
16300208,2004,2006,15300000,0,14501,3,INT,1,0.0
16320112,2004,2006,10900000,0,14501,3,HS,1,5.0
16320097,2004,2007,14800000,0,14501,4,HS,1,5.0
16310026,2004,2007,15800000,0,14501,4,INT,1,8.0
16310162,2004,2007,4700000,0,14501,4,INT,1,2.0
16390150,2004,2006,4900000,0,14501,3,BIO,1,0.0
16390094,2004,2006,14700000,0,14501,3,BIO,1,0.0
16390208,2004,2006,14500000,0,14501,3,BIO,1,0.0
16380169,2004,2006,6400000,0,14501,3,BIO,1,0.0
16390651,2004,2007,9500000,0,14501,4,BIO,1,14.0
16390379,2004,2006,14100000,0,14501,3,BIO,1,0.0
16390410,2004,2006,13100000,0,14501,3,BIO,1,0.0
16390324,2004,2006,3600000,0,14501,3,BIO,1,0.0
16390464,2004,2006,13700000,0,14501,3,BIO,1,0.0
16390499,2004,2006,8100000,0,14501,3,BIO,1,0.0
16390440,2004,2007,13300000,0,14501,4,BIO,1,6.0
16360292,2004,2006,7400000,0,14501,3,SE,1,5.0
16360302,2004,2006,4500000,0,14501,3,SE,1,0.0
16360116,2004,2006,15100000,0,14501,3,SE,1,0.0
16380049,2004,2006,15100000,0,14501,3,BIO,1,0.0
16380027,2004,2006,15700000,0,14501,3,BIO,1,0.0
16380028,2004,2006,15500000,0,14501,3,BIO,1,0.0
16380071,2004,2006,15700000,0,14501,3,BIO,1,0.0
16380006,2004,2006,15700000,0,14501,3,BIO,1,0.0
16360437,2004,2007,13300000,0,14501,4,SE,1,39.0
16370024,2004,2006,13400000,0,14501,3,BIO,1,0.0
16370062,2004,2006,13800000,0,14501,3,BIO,1,0.0
17310143,2005,2007,9700000,0,14501,3,INT,1,7.0
17320021,2005,2007,11900000,0,14501,3,HS,1,6.0
17320074,2005,2008,16500000,0,14501,4,HS,1,32.0
17320118,2005,2007,15600000,0,14501,3,HS,1,4.0
17300229,2005,2007,13700000,0,14501,3,INT,1,2.0
17310047,2005,2007,14500000,0,14501,3,INT,1,4.0
17330028,2005,2007,11200000,0,14501,3,HS,1,5.0
17390103,2005,2007,13700000,0,14501,3,BIO,1,23.0
17380169,2005,2008,13700000,0,14501,4,BIO,1,8.0
17380030,2005,2007,15700000,0,14501,3,BIO,1,6.0
17370049,2005,2007,14500000,0,14501,3,BIO,1,13.0
17380004,2005,2007,15600000,0,14501,3,BIO,1,2.0
17380155,2005,2007,15200000,0,14501,3,BIO,1,0.0
17380144,2005,2008,11100000,0,14501,4,BIO,1,8.0
17380143,2005,2007,15800000,0,14501,3,BIO,1,14.0
17300111,2005,2007,14100000,0,14501,3,INT,1,8.0
18360457,2005,2008,14900000,0,14501,4,SE,1,21.0
17390319,2005,2007,15300000,0,14501,3,BIO,1,5.0
17390580,2005,2007,6700000,0,14501,3,BIO,1,0.0
17390476,2005,2007,15600000,0,14501,3,BIO,1,2.0
17340096,2005,2007,14000000,0,14501,3,SE,1,6.0
17340029,2005,2008,10700000,0,14501,4,SE,1,30.0
17340028,2005,2007,13300000,0,14501,3,SE,1,5.0
17340047,2005,2008,13000000,0,14501,4,SE,1,35.0
17350020,2005,2007,15200000,0,14501,3,SE,1,4.0
17350009,2005,2007,14700000,0,14501,3,SE,1,6.0
17330103,2005,2007,14500000,0,14501,3,HS,1,2.0
17330116,2005,2008,15000000,0,14501,4,HS,1,5.0
17330042,2005,2007,11700000,0,14501,3,HS,1,7.0
17330073,2005,2007,15000000,0,14501,3,HS,1,1.0
17330065,2005,2007,11400000,0,14501,3,HS,1,0.0
17330064,2005,2007,5900000,0,14501,3,HS,1,2.0
17330066,2005,2007,14100000,0,14501,3,HS,1,3.0
17330142,2005,2008,15000000,0,14501,4,HS,1,19.0
17330154,2005,2007,13000000,0,14501,3,HS,1,0.0
17360297,2005,2007,12900000,0,14501,3,SE,1,6.0
17370010,2005,2007,11300000,0,14501,3,BIO,1,2.0
17360410,2005,2007,13200000,0,14501,3,SE,1,10.0
17360063,2005,2007,13500000,0,14501,3,SE,1,2.0
17360213,2005,2007,14800000,0,14501,3,SE,1,5.0
17360163,2005,2008,3900000,0,14501,4,SE,1,6.0
18390114,2006,2009,13900000,0,14501,4,BIO,1,33.0
18390272,2006,2009,14600000,0,14501,4,BIO,1,47.0
18380133,2006,2008,12400000,0,14501,3,BIO,1,25.0
18390585,2006,2008,7600000,0,14501,3,BIO,1,9.0
18390449,2006,2008,15400000,0,14501,3,BIO,1,14.0
18390458,2006,2008,15200000,0,14501,3,BIO,1,18.0
18390436,2006,2008,11200000,0,14501,3,BIO,1,13.0
18360230,2006,2008,15100000,0,14501,3,SE,1,12.0
